Name,Imagem, Descricao
Coffee Talk;https://upload.wikimedia.org/wikipedia/pt/thumb/8/8c/Capa_de_Coffee_Talk.jpeg/300px-Capa_de_Coffee_Talk.jpeg;Coffee Talk é um romance visual desenvolvido pelo estúdio independente indonésio Toge Productions, lançada em 29 de janeiro de 2020 para Microsoft Windows, macOS, Nintendo Switch, PlayStation 4 e Xbox One. O jogo foi lançado no Japão para o Nintendo Switch um dia depois, em 30 de janeiro de 2020. O jogo segue um barista que trabalha em uma cafeteria em uma versão de fantasia de Seattle, ouvindo as preocupações dos diversos clientes da cafeteria e preparando bebidas. 
Streets of Rougue;https://upload.wikimedia.org/wikipedia/en/c/cb/Streets_of_Rogue_cover_art.jpeg; Streets of Rogue é um videogame roguelite desenvolvido por Matt Dabrowski e publicado pela tinyBuild para Linux, macOS, Microsoft Windows, Nintendo Switch, PlayStation 4 e Xbox One. Foi lançado inicialmente em acesso antecipado durante 2017 e foi totalmente lançado em 12 de julho de 2019.
Vampire Survivors;https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/ncom/software/switch/70010000059002/e2c326b8fbab42b3f48c86c10c728b8bc04cf59fa51302c54837823879e6749f; Vampire Survivors é um videogame shoot 'em up roguelike de 2022 desenvolvido e publicado por Luca Galante, também conhecido como poncle. Após um período de acesso antecipado a partir de dezembro de 2021, foi lançado para macOS, Windows, Xbox One, Xbox Series X/S, Android e iOS no final de 2022.
Milk outside a bag of milk outside a bag of milk;https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/ncom/software/switch/70010000057851/da0f3f0883d7be1dc875773fe69710c6990aac5b2bf6109d2cf831c1edfcc9f4; Milk Inside a Bag of Milk Inside a Bag of Milk ​​é um jogo de visual novel de terror psicológico de 2020 desenvolvido pelo desenvolvedor de jogos russo Nikita Kryukov. O jogo é centrado em uma protagonista feminina sem nome que visita um mercado próximo para comprar um saco de leite, mas está preocupada com os desafios de sofrer de traumas e psicoses graves. O jogador joga como uma voz dentro de sua cabeça com a qual ela compartilha um monólogo interior.
Carpe Diem; https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/423880/header.jpg?t=1729273784; Experimente esta curta história agridoce na pele do personagem principal, Jung, onde você passará seu tempo saindo com uma garota chamada Ai. Ai é tudo o que Jung deseja em uma mulher... exceto por uma coisa muito importante. Uma coisa que ele prefere ignorar para que eles tenham o melhor momento de suas vidas.
META REVELATIONS - RING SPIRITS;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1067030/header.jpg?t=1703289333; Meta Revelations conta histórias do mundo do Éden - um mundo criado por dois Soberanos e governado por quatorze Daeva. Riley Wrean é interrompido de seu curso normal de vida nas montanhas quando uma garota cai do céu. Essa garota, Tay Karas, o envia em uma descoberta do mundo abaixo. Ao longo do caminho, ele encontrará amigos e inimigos, enquanto a batida de um poder sinistro paira sobre ele.
Pirate101;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/620620/header.jpg?t=1712863844; Pirate101 é um jogo de RPG online multijogador massivo (MMORPG) de 2012 desenvolvido e publicado pela KingsIsle Entertainment. É um jogo irmão de Wizard101, ambientado no mesmo universo fictício do “Spiral”. O jogador assume o papel de um pirata, que, após ser resgatado de um navio-prisão, começa a procurar por pedaços de um mapa que poderia levá-lo ao mundo mítico e há muito perdido de El Dorado. O jogador está em uma corrida para alcançá-lo com Kane, o principal antagonista do jogo.
Confess My Love;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/637850/header.jpg?t=1669431120; A história começa na escola quando Willie decidiu confessar seu amor para sua amada, Liza. Ele hesitou por bastante tempo com medo de ser recusado. Deveria ele juntar toda a sua coragem para confessar seu amor por ela? Por que Julie continua aqui? Não esqueça de esconder seu diário, jamais deve ser lido por outras pessoas.
Hands of Necromancy;https://cdn1.epicgames.com/spt-assets/5e42e94368814da091ca2e9fbbfb4af4/hands-of-necromancy-eyh20.jpg?resize=1&w=480&h=270&quality=medium; Você é um Necromante: um feiticeiro solitário que busca se tornar cada vez mais poderoso e aprender novas formas de magia negra. Você passa seus dias procurando desafiantes para lutar, para que possa aprimorar sua arte perversa. Mas enquanto você destrói miríades de monstros, nenhum deles parece realmente valer a pena lutar...
Lunar Axe;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1305820/header.jpg?t=1728257867; Lunar Axe é um jogo de aventura de apontar e clicar, com locais e história inspirados em lugares reais e incrível arte de desenho à mão. Após um grande terremoto no centro da cidade, ruínas de um prédio antigo desabam e você acaba dentro de um casarão abandonado. Agora, você deve encontrar uma saída e desvendar o mistério dos inexplicáveis tremores, conhecendo o espírito guardião de um poderoso artefato místico e sua relação com os recentes acontecimentos, antes que seja tarde demais.
Dust: An Elysian Tail;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/236090/header.jpg?t=1667838728; Mergulhe em um mundo lindo pintado à mão em busca de sua verdadeira identidade. Como o misterioso guerreiro, Dust, sua jornada cheia de ação o levará de clareiras pacíficas a topos de montanhas nevadas e além. À sua disposição está a mítica Blade of Ahrah, capaz de transformar seu portador em uma força imparável da natureza, e o pequeno guardião da lâmina, Fidget.
De volta a Ilha de Shironagasu;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1156990/header_brazilian.jpg?t=1716465927; Um jogo de aventura, mistério e romance visual que se passa na solitária Ilha de Shironagasu. Explore a ilha e descubra seus segredos sinistros assumindo o papel do detetive Sen Ikeda e sua assistente Neneko Izumozaki.
Hob;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/404680/header.jpg?t=1729011187; Da equipe de Torchlight e Torchlight II, chega Hob: um jogo de ação e aventura vibrante, cheio de suspense, que se passa em um mundo lindo, brutal e em pura desordem. Conforme os jogadores se aprofundam nos mistérios que os cercam, eles descobrem um planeta em perigo. Será possível recuperá-lo ou será que o mundo seguirá rumo ao caos completo?
Slide!;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3028840/header.jpg?t=1719331484; Slide! é um jogo de puzzle com visão de topo onde você controla tanto o protagonista quanto o antagonista, sempre que você se move, ele se move junto com você.
Gods Of Sand;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1431230/capsule_616x353.jpg?t=1697588335; Treine gladiadores. Gerencie um ludus. Lute nas arenas. Conquiste a torre. Gods of Sand é um gerenciador de gladiadores com combate por turnos intenso, inspirado na série Swords and Sandals, em um cenário sombrio e implacável.
Momodora: Reverie Under The Moonlight;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/428550/header.jpg?t=1728472261; Reverie Under the Moonlight é o quarto jogo na amada série de jogos de plataforma 2D, Momodora. Realize combos e esquive de seus inimigos para fazer seu caminho através de uma terra amaldiçoada e se encontrar com a Rainha, para enfim acabar com o mal que ameaça todas as formas de vida.
The Matriarch;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1773180/header.jpg?t=1728569135; De 2 a 8 jogadores, The Matriarch é um jogo de festa mortal de esconde-esconde onde todos são impostores. Ele mistura adivinhação social com mecânica de esconde-esconde e causa paranoia em todos os jogadores envolvidos!
Buckshot Roulette;https://upload.wikimedia.org/wikipedia/en/7/72/Buckshot_Roulette_Cover.jpg; Buckshot Roulette é uma roleta russa jogada com uma espingarda calibre 12. Entre numa discoteca do submundo. Enfrente o Dealer. Prepare-se ao puxar o gatilho. Carregue a câmara da arma, tente a sorte, dobre a aposta. Não há prêmio para o segundo lugar.
Phasmophobia;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/739630/capsule_616x353.jpg?t=1727019976; Phasmophobia é um jogo de terror psicológico cooperativo online para 4 jogadores. Você e sua equipe de investigadores paranormais entrarão em locais assombrados cheios de atividade paranormal e tentarão reunir o máximo de evidências possível. Use seu equipamento de caça-fantasmas para encontrar e registrar evidências para vender a uma equipe de remoção de fantasmas.
Valheim;https://assets.xboxservices.com/assets/06/f9/06f9b422-9489-42bc-bea0-00fdcda498b8.jpg?n=379128_GLP-Page-Hero-1084_1920x1080.jpg; Um guerreiro morto pela batalha, as Valquírias levaram sua alma para Valheim, o décimo mundo Nórdico. Cercado por criaturas do caos e antigos inimigos dos deuses, você é o mais novo guardião do purgatório primordial, encarregado de matar os antigos rivais de Odin e trazer ordem para Valheim.
Supermarket Simulator;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2670630/header.jpg?t=1730737834; Administre seu próprio supermercado. Armazene prateleiras, defina preços como quiser, receba pagamentos, contrate funcionários, expanda e projete sua loja. Pedidos e entrega on-line, ladrões de lojas, segurança e mercado local estão por vir.
Stardew Valley;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/413150/capsule_616x353.jpg?t=1711128146; Stardew Valley é um RPG sem fim da vida no campo! Você herdou a antiga fazenda de seu avô no Vale do Orvalho. Equipado com ferramentas de segunda mão e algumas moedas, você irá começar sua nova vida. Será que você consegue aprender a viver da terra e transformar esses campos absurdamente vegetados em uma casa próspera? Não vai ser fácil.
Outcore: Desktop Adventure;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1275670/header.jpg?t=1729060266; Tudo o que você queria era jogar um bom jogo. Mas, quando percebe, você está abrindo programas como o Bloco de Notas e o Paint para desvendar enigmas, ou procurando arquivos no seu computador... Quem será ela? Como ela chegou à sua área de trabalho? Vamos averiguar as memórias dela para descobrir.
Cyberwar: Neon City;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1449780/header.jpg?t=1732880423; Explore um universo cyberpunk onde os macacos dominam. Desafie os temíveis Cyber Monkeys enquanto assume o papel de um herói armado com uma arma de tubarão vivo.
Shotgun King: The Final Checkmate;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1972440/header.jpg?t=1729003898;Xadrez, mas você substitui todo o seu exército por uma espingarda real. Um roguelike de estratégia único baseado no eterno clássico jogo de tabuleiro.
Esquadrao 51 Contra os Discos Voadores;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1378800/header_brazilian.jpg?t=1706465046; ALERTA! Extraterrestres do espaço sideral chegaram em nosso planeta trazendo promessas de um novo e deslumbrante futuro. No entanto, essa aliança intergaláctica logo revela seu lado sombrio quando a CORPORAÇÃO VEGA, a companhia alienígena liderado pelo terrível DIRETOR ZAROG, começa a impor sua política predatória na raça humana. Em meio a essa opressão, o grupo rebelde Esquadrão 51 surge como uma reação contra a violência espalhada por essas criaturas inumanas. Será que os bravos pilotos do Esquadrão 51 e suas aeronaves terão alguma chance contra a diabólica frota de discos voadores do Diretor Zarog?
The Witch's House MV;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/885810/header.jpg?t=1659748862; Uma menina chamada Viola é inexoravelmente atraída para uma mansão misteriosa que parece se transformar sem que ela perceba. É um lugar de dor, inquietação e morte. Investigue as suas repugnantes profundezas e descubra uma história abominável.
Astralojia: Season 1;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1758480/header.jpg?t=1686916778; Astralojia é uma série de jogos de história e batalha de artes marciais e magia, com lutas estratégicas baseadas em turnos ATB. Acompanha os alunos da Raynwood Academy enquanto eles estudam e praticam no mundo da Astralojia.
Enigma do Medo;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1507580/header_brazilian.jpg?t=1733164298; Se torne Mia, uma detetive paranormal buscando por seu pai que desapareceu. Investigue e desvende os mistérios do Enigma do Medo, derrotando monstros assustadores em seu caminho.
Subnautica: Below Zero;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/848450/header.jpg?t=1729209036; Mergulhe em uma aventura submarina congelante em um planeta alienígena. Below Zero se passa dois anos depois do Subnautica original. Sobreviva às condições difíceis construindo habitats, fabricando ferramentas e mergulhando mais fundo no mundo de Subnautica.
Little Nightmares II;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/860510/header.jpg?t=1730127763; Little Nightmares II é uma aventura de suspense em que se controla Mono, um garoto preso em um mundo que foi distorcido por uma transmissão maligna. Juntamente com sua amiga, Six, ele começa uma jornada para descobrir a fonte da Transmissão.
The Past Within;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1515210/header.jpg?t=1698932510; The Past Within é a nova experiência cooperativa de Rusty Lake! Jogue com alguém de confiança: um no Passado e um no Futuro. Observe e comunique as coisas ao seu redor. Solucione enigmas e revele o plano de Albert Vanderboom.
Raft;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/648800/header.jpg?t=1727184011; Raft™ throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!
The Heroes around Me;https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1768470/header.jpg?t=1732699078; The Heroes Around Me conta a história de uma família de três pessoas: o pai trabalhador e quieto - Nan, sua filha Lili e seu cachorro de estimação, Sesame. Os jogadores experimentarão a dureza e o calor da época mais simples da década de 1990, onde muitas histórias não foram contadas.